symptom,pref_label,meddra_code,soc
Acne,Acne,10000496,Skin and subcutaneous tissue disorders
Gastrointestinal haemorrhage,Gastrointestinal haemorrhage,10017955,Vascular disorders
Mean cell haemoglobin concentration,Mean cell haemoglobin concentration,10026990,Investigations
Renal transplant,Renal transplant,10038533,Surgical and medical procedures
CSF shunt operation,CSF shunt operation,10061799,Surgical and medical procedures
Eyelid ptosis,Eyelid ptosis,10015995,Eye disorders
Product prescribing issue,Product prescribing issue,10080459,"Injury, poisoning and procedural complications"
Breast cancer,Breast cancer,10006187,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Herpes simplex test,Herpes simplex test,10077968,Investigations
Urine output decreased,Urine output decreased,10059895,Investigations
Neutrophil percentage,Neutrophil percentage,10059467,Investigations
Balance disorder,Balance disorder,10049848,Nervous system disorders
Cardiac autonomic neuropathy,Cardiac autonomic neuropathy,10066001,Metabolism and nutrition disorders
Illness,Illness,10080284,General disorders and administration site conditions
Ultrasound eye,Ultrasound eye,10045416,Investigations
Herpes simplex test negative,Herpes simplex test negative,10077970,Investigations
Blood smear test abnormal,Blood smear test abnormal,10059665,Investigations
Vocal cord paralysis,Vocal cord paralysis,10047674,"Respiratory, thoracic and mediastinal disorders"
Tardive dyskinesia,Tardive dyskinesia,10043118,Nervous system disorders
Upper respiratory tract infection,Upper respiratory tract infection,10046306,"Respiratory, thoracic and mediastinal disorders"
Heart rate abnormal,Heart rate abnormal,10019300,Investigations
Device issue,Device issue,10069868,Product issues
Cholecystectomy,Cholecystectomy,10008611,Surgical and medical procedures
Seizure,Seizure,10039906,Nervous system disorders
Exposure via eye contact,Exposure via eye contact,10073336,"Injury, poisoning and procedural complications"
Sensitive skin,Sensitive skin,10081765,Skin and subcutaneous tissue disorders
Asthenia,Asthenia,10003549,Psychiatric disorders
Catheterisation cardiac abnormal,Catheterisation cardiac abnormal,10007816,Investigations
Hypophagia,Hypophagia,10063743,Metabolism and nutrition disorders
Biopsy skin,Biopsy skin,10004873,Investigations
Injection site haematoma,Injection site haematoma,10022066,Vascular disorders
Encephalitis autoimmune,Encephalitis autoimmune,10072378,Immune system disorders
Protein urine absent,Protein urine absent,10037033,Investigations
Magnetic resonance imaging abnormal,Magnetic resonance imaging abnormal,10078224,Investigations
Myocardial infarction,Myocardial infarction,10028596,Cardiac disorders
Respiratory syncytial virus bronchiolitis,Respiratory syncytial virus bronchiolitis,10038718,Infections and infestations
White blood cell analysis abnormal,White blood cell analysis abnormal,10073323,Investigations
Ejection fraction normal,Ejection fraction normal,10064144,Investigations
Haemorrhoids,Haemorrhoids,10019022,Vascular disorders
Mental status changes,Mental status changes,10048294,Psychiatric disorders
Contrast-enhanced magnetic resonance venography,Contrast-enhanced magnetic resonance venography,10087199,Investigations
Aortic aneurysm,Aortic aneurysm,10002882,Vascular disorders
Pharyngitis streptococcal,Pharyngitis streptococcal,10034839,"Respiratory, thoracic and mediastinal disorders"
Systemic scleroderma,Systemic scleroderma,10078638,Immune system disorders
Anti-insulin antibody,Anti-insulin antibody,10050692,Investigations
Computerised tomogram thorax,Computerised tomogram thorax,10053875,Investigations
Ultrasound abdomen normal,Ultrasound abdomen normal,10052040,Investigations
Cytokine test,Cytokine test,10077352,Investigations
Vocal cord inflammation,Vocal cord inflammation,10057295,"Respiratory, thoracic and mediastinal disorders"
Subarachnoid haemorrhage,Subarachnoid haemorrhage,10042316,Nervous system disorders
Adrenal haemorrhage,Adrenal haemorrhage,10001361,Endocrine disorders
Temperature regulation disorder,Temperature regulation disorder,10061376,Endocrine disorders
Type 2 diabetes mellitus,Type 2 diabetes mellitus,10067585,Metabolism and nutrition disorders
Deafness bilateral,Deafness bilateral,10052556,Ear and labyrinth disorders
Viral titre decreased,Viral titre decreased,10070251,Investigations
Head discomfort,Head discomfort,10019194,Nervous system disorders
Small airways disease,Small airways disease,10080547,"Respiratory, thoracic and mediastinal disorders"
Vascular injury,Vascular injury,10047080,Vascular disorders
COVID-19 pneumonia,COVID-19 pneumonia,10084380,Infections and infestations
Scab,Scab,10039509,Skin and subcutaneous tissue disorders
Blood calcium normal,Blood calcium normal,10005397,Investigations
Faecal occult blood positive,Faecal occult blood positive,10016095,Investigations
Hepatic enzyme abnormal,Hepatic enzyme abnormal,10062685,Investigations
Imaging procedure,Imaging procedure,10068979,Investigations
Injection site rash,Injection site rash,10022094,Skin and subcutaneous tissue disorders
Abortion spontaneous,Abortion spontaneous,10000234,"Pregnancy, puerperium and perinatal conditions"
Measles,Measles,10027011,Skin and subcutaneous tissue disorders
Road traffic accident,Road traffic accident,10039203,"Injury, poisoning and procedural complications"
Bipolar disorder,Bipolar disorder,10057667,Psychiatric disorders
Product complaint,Product complaint,10069902,Product issues
Blood culture,Blood culture,10005485,Investigations
Essential thrombocythaemia,Essential thrombocythaemia,10015493,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Blood bicarbonate,Blood bicarbonate,10005357,Investigations
Catheterisation cardiac normal,Catheterisation cardiac normal,10007817,Investigations
Type I hypersensitivity,Type I hypersensitivity,10045240,Immune system disorders
